epoch;acc;loss;val_acc;val_loss
0;0.6334722222222222;0.6425849425506264;0.7727777777777778;0.5837768448620206
1;0.6768055555555555;0.5992045081831262;0.685;0.610225406491922
0;0.6336111111111111;0.6418423322977873;0.6822222222222222;0.5670351860527363
1;0.6809722222222222;0.5973430020922024;0.32611111111111113;1.2392537044801024
2;0.6897222222222222;0.5832511871003734;0.6438888888888888;0.6662161118869618
3;0.6968055555555556;0.5724090731147975;0.4722222222222222;0.9712349957456657
4;0.7043055555555555;0.5641711315603799;0.5194444444444445;0.7660162043708261
0;0.627500012723936;0.6406157044900789;0.6344444569614198;0.6429927777912882
1;0.6813889016707738;0.5905812487316628;0.5161111217406061;0.7339106877644856
2;0.6919444571042226;0.574186374195334;0.34888889669544165;0.8794946551322937
3;0.7097222344639401;0.5557383148827486;0.43888889878160425;0.8823358115222719
4;0.7186111231334508;0.5403324783055319;0.5600000117388036;0.7572202266090446
5;0.7252777898994585;0.5336108978630768;0.5494444552809;0.7566051558487945
6;0.7329166786124309;0.5177446918665535;0.6088889012320174;0.690045693765084
7;0.749027789508303;0.49944439970681237;0.5494444554050764;0.8285115398466587
8;0.7498611228333579;0.4915985638379223;0.5638889007270336;0.7884886174566216
9;0.7605555667645402;0.4752755546179186;0.45666667698986;1.011590220613612
10;0.7688888995390799;0.46300523130274895;0.466111122071743;0.9853406726900075
11;0.7709722334105108;0.4542498978902586;0.5583333449231254;0.8306675696124634
12;0.7790277887342705;0.44042307968613587;0.5738889002965556;0.9142005139754878
13;0.7876388993631634;0.42863086309387455;0.5650000112338198;0.936576177055637
14;0.7887500105218754;0.42094115074659283;0.5011111219310098;0.9873840018279023
0;0.6294444575388398;0.6353749852524035;0.4805555663175053;0.7555520393782191
1;0.6802777903878854;0.5939111539990538;0.3850000084688266;0.8575327715939945
2;0.6966666792726351;0.573407985487332;0.3827777859237459;0.9016536196072896
3;0.7086111236053209;0.557868760286106;0.46444445471796725;0.8403464056551456
4;0.7209722341762649;0.5442803132606463;0.4622222326695919;0.8195909961230226
5;0.7298611230320401;0.5339829407735831;0.4583333435985777;0.926492336185442
6;0.7350000118008918;0.5152024057435078;0.5100000115732352;0.8325744763844543
7;0.7436111225746572;0.5031886537662811;0.5927777885562844;0.7568953782733944
8;0.7518055674826933;0.49483210291558255;0.5644444556285938;0.7347394786775112
9;0.7581944555872017;0.4730438208686084;0.49888889822694993;1.1388537750475936
10;0.7683333447927402;0.46191141271750286;0.6055555667728185;0.7805180397712522
11;0.7758333440559606;0.4508733390080225;0.5594444553057353;0.8910301681607962
12;0.7809722329179446;0.4433492785898529;0.34444445164667237;1.4014942914247512
13;0.7890277881071799;0.42755079445026545;0.5066666769070758;1.0955075139386787
14;0.7881944549373454;0.422544195079374;0.43500000917249254;1.2646845837848053
0;0.6313889;0.6382452217965491;0.519444465637207;0.7226109109818936
1;0.6751389;0.5938438589270744;0.48222222924232483;0.7298092282480664
2;0.6998611;0.5702763766257299;0.5233333110809326;0.7579106832544009
3;0.71055555;0.5554224235005677;0.5222222208976746;0.7820555632313092
4;0.71958333;0.542880821077981;0.5333333611488342;0.7865313514653179
5;0.7248611;0.5297467141334589;0.4877777695655823;0.9254692240721649
6;0.7420833;0.510689375695074;0.5677777528762817;0.7523560238381227
7;0.74;0.5039509442815971;0.5161111354827881;0.8202739916327927
8;0.75416666;0.48739231001689204;0.5505555272102356;0.8920428745862511
9;0.76;0.4751493500907802;0.5011110901832581;1.03686422875358
10;0.7658333;0.4586294878597578;0.4883333444595337;1.0379896831595234
11;0.77305555;0.45376152735617425;0.5166666507720947;1.0165251797686021
12;0.77958333;0.4415396349840901;0.5666666626930237;0.8729534487757418
13;0.7866667;0.42580347282411013;0.4722222089767456;1.0962241401068038
14;0.7936111;0.41564975357937833;0.5483333468437195;1.0860562542246448
0;0.62222224;0.6420227400234176;0.5811111330986023;0.6724692264364825
1;0.6795833;0.5934405430013107;0.4566666781902313;0.838927299529314
2;0.69430554;0.571328447966112;0.46888887882232666;0.8550775226619508
3;0.70444447;0.5555194584549301;0.45500001311302185;0.8626451705065038
4;0.72402775;0.541732673590175;0.5588889122009277;0.7597121982110872
5;0.72444445;0.529718716437411;0.4672222137451172;0.8817512796156937
6;0.7315278;0.5177628371217805;0.5083333253860474;0.8246775872177547
7;0.7494444;0.500744956292005;0.4333333373069763;1.0510872537063227
8;0.7515278;0.4908629514406332;0.6438888907432556;0.6876869015809562
9;0.7558333;0.4767421246402793;0.41555556654930115;1.0710858501493932
10;0.76569444;0.4627497961899886;0.4566666781902313;1.0979861880342165
11;0.77194446;0.4547360687400214;0.49666666984558105;1.0525882261494794
12;0.77791667;0.44427982508851627;0.4772222340106964;1.1481507786860068
13;0.7831944;0.4319788590694467;0.4566666781902313;1.1474018698765172
14;0.79236114;0.4221508723961759;0.47999998927116394;1.1504983220663336
0;0.62583333;0.6359478645854526;0.4355555474758148;0.774794233424796
1;0.6776389;0.5911255090911355;0.4838888943195343;0.7686762110226684
2;0.69819444;0.5721625177241448;0.5600000023841858;0.7459673888981342
3;0.70611113;0.5568186980672181;0.4749999940395355;0.8352898476852311
4;0.72444445;0.5362914906297293;0.5249999761581421;0.7964740988694959
5;0.7320833;0.5233442280751963;0.45444443821907043;1.0389433246933752
6;0.7375;0.5114187530759308;0.507777750492096;0.78940085462398
7;0.75722224;0.49498753073211343;0.5322222113609314;0.7862681989868482
8;0.7551389;0.4884770636627864;0.48277777433395386;0.9857154553549157
9;0.76055557;0.4687922869395051;0.42888888716697693;1.2488207678000132
10;0.76819444;0.4614930706978258;0.5533333420753479;0.879999798660477
11;0.7797222;0.4493575804375319;0.5816666483879089;0.8087523821741343
12;0.77805555;0.43688967696313435;0.5177778005599976;0.9495804878158702
13;0.7872222;0.42790947776941013;0.5688889026641846;0.9238395204146703
14;0.7977778;0.41170291412854565;0.5199999809265137;0.9199632958405548
0;0.62680554;0.6404162030356626;0.3883333206176758;0.8538407983051406
1;0.6825;0.5883592352995441;0.5138888955116272;0.7636076163086626
2;0.69805557;0.5727343957974679;0.5522222518920898;0.7484890768925349
3;0.70013887;0.5591464376180536;0.4749999940395355;0.8212225999683141
4;0.7191667;0.5409550119501849;0.496111124753952;0.8813833751198318
5;0.72652775;0.5300138394348324;0.5355555415153503;0.7773415143291156
6;0.73194444;0.5192225815029815;0.5594444274902344;0.8538391505678494
7;0.73986113;0.5054746910412279;0.5766666531562805;0.7606237595486972
8;0.74625;0.49684039921396306;0.5494444370269775;0.7688197775433461
9;0.75416666;0.4836287204667719;0.5688889026641846;0.8151324062297741
10;0.7648611;0.4682934472621936;0.5772222280502319;0.8048912684536642
11;0.7679167;0.45817010926004714;0.4466666579246521;0.9363191154268052
12;0.7727778;0.44778716989870493;0.4138889014720917;1.3046209207839436
13;0.78208333;0.44235220501302847;0.5461111068725586;0.9646105818864372
14;0.79152775;0.4302650229528404;0.44388890266418457;1.2800296632779968
0;0.6286111;0.6433881878542403;0.41277778148651123;0.8275605745613575
1;0.6836111;0.5933980604323248;0.6072221994400024;0.6737849553426106
2;0.69708335;0.5728650306273873;0.4122222363948822;0.9662100131313006
3;0.7038889;0.5571073843373193;0.6016666889190674;0.6883693804757463
4;0.71805555;0.5454486727714538;0.6311110854148865;0.6927752473288112
5;0.7201389;0.530493169112338;0.41277778148651123;0.9191958790851964
6;0.7345833;0.5219164816300488;0.38333332538604736;1.0411446722845237
7;0.7434722;0.5066907743845755;0.47777777910232544;0.9120286904275418
8;0.74791664;0.4915849645259894;0.4449999928474426;1.0170575731330447
9;0.7534722;0.4812570582881259;0.5322222113609314;0.8428795957109995
10;0.7638889;0.4627690373480113;0.5377777814865112;0.8715692455155982
11;0.7647222;0.4550232896141501;0.5727777481079102;0.857796127245658
12;0.7783333;0.4381870852071895;0.5288888812065125;0.9984512399468157
13;0.7843056;0.42967736489825054;0.46833333373069763;1.1370386844293938
14;0.78597224;0.419050274753762;0.4583333432674408;1.2276688541803096
15;0.7956945;0.41138642575145545;0.43833333253860474;1.332160367216501
16;0.8036111;0.4030083742212608;0.5638889074325562;0.9926828450212876
17;0.80583334;0.3905604913806504;0.4555555582046509;1.2383955762618117
18;0.8073611;0.38377891522751373;0.5099999904632568;1.3105195706503259
19;0.8130556;0.3779243036322037;0.4444444477558136;1.5060687392950058
0;0.63055557;0.6398579769353899;0.42055556178092957;0.7775157239702013
1;0.68027776;0.5915948441355593;0.5988888740539551;0.6874340342978636
2;0.6951389;0.5698978123720735;0.3822222352027893;0.9278901010751724
3;0.7173611;0.549477248907917;0.3794444501399994;1.0859668403036065
4;0.7172222;0.5438175550144579;0.5049999952316284;0.8277574318150679
5;0.7326389;0.5240858427973257;0.6033333539962769;0.7995331402454111
6;0.73583335;0.5076725755378397;0.5649999976158142;0.8155693491299947
7;0.745;0.49778673176705424;0.40611112117767334;1.0612293089429536
8;0.7575;0.480910495425471;0.4144444465637207;1.144709772285488
9;0.75722224;0.47124100291661714;0.5005555748939514;1.0160912226885557
10;0.77097225;0.4566027539125773;0.4883333444595337;1.072959963252975
11;0.7813889;0.4397411689970694;0.5133333206176758;0.9982967599812481
12;0.7822222;0.4361334444301772;0.48944443464279175;1.2091299295011493
13;0.79333335;0.4230356916937227;0.5255555510520935;1.005496761099332
14;0.80236113;0.41307238965657433;0.5288888812065125;1.0088742015055485
15;0.8015278;0.40392100046285323;0.45500001311302185;1.1697430075042778
16;0.8061111;0.39701070393865745;0.523888885974884;1.2024594051763415
17;0.8129167;0.38001830193615105;0.4722222089767456;1.4613077892818385
18;0.8113889;0.3765781661822176;0.5105555653572083;1.311708808069428
19;0.81819445;0.3708901146950666;0.4749999940395355;1.4044380288157199
20;0.82430553;0.35982100243491005;0.5638889074325562;1.104722883747632
21;0.81972224;0.3598958695797895;0.4694444537162781;1.6117121190350088
22;0.83444446;0.34106477847065736;0.5416666865348816;1.296781136871626
